country_code,country_name,year,value_x,region,category,parameter,mode,powertrain,unit,value_y
CHN,China,2019,10707219.7265625,China,Historical,EV stock,Buses,BEV,Vehicles,430000.0
CHN,China,2019,10707219.7265625,China,Historical,EV sales,Buses,FCEV,Vehicles,1100.0
CHN,China,2019,10707219.7265625,China,Historical,EV sales,Buses,BEV,Vehicles,68000.0
CHN,China,2019,10707219.7265625,China,Historical,EV stock,Vans,BEV,Vehicles,250000.0
CHN,China,2019,10707219.7265625,China,Historical,EV sales,Vans,BEV,Vehicles,27000.0
CHN,China,2019,10707219.7265625,China,Historical,EV sales,Buses,PHEV,Vehicles,1300.0
CHN,China,2019,10707219.7265625,China,Historical,EV stock,Buses,PHEV,Vehicles,32000.0
CHN,China,2019,10707219.7265625,China,Historical,EV stock,Vans,PHEV,Vehicles,44.0
CHN,China,2019,10707219.7265625,China,Historical,EV sales,Vans,PHEV,Vehicles,27.0
CHN,China,2019,10707219.7265625,China,Historical,Electricity demand,Buses,EV,GWh,15000.0
CHN,China,2019,10707219.7265625,China,Historical,Electricity demand,Trucks,EV,GWh,4800.0
CHN,China,2019,10707219.7265625,China,Historical,Electricity demand,Vans,EV,GWh,500.0
CHN,China,2019,10707219.7265625,China,Historical,Electricity demand,Cars,EV,GWh,8400.0
